           run_at           | match_id | stake_amount | num_players |  status  |         created_at         |        finished_at         | winner_user_id |       p1        |       p2        |       p3        
 2025-11-14 22:12:30.460706 |       69 |            0 |           3 | FINISHED | 2025-10-31 19:13:49.561535 |                            |                | sri.christh     |                 | sr1985!
 2025-11-14 22:12:30.460706 |       88 |            0 |           3 | FINISHED | 2025-11-07 18:42:18.938586 |                            |                | sr1985!         |                 | sridhar.christh
 2025-11-14 22:12:30.460706 |       76 |            0 |           3 | FINISHED | 2025-10-31 20:22:03.325114 | 2025-10-31 20:22:47.061769 |                | sr1985!         |                 | sridhar.christh
 2025-11-14 22:12:30.460706 |       64 |            0 |           3 | FINISHED | 2025-10-30 21:35:59.123704 |                            |                | sri.christh     | sridhar.christh | sr1985!
 2025-11-14 22:12:30.460706 |       84 |            0 |           3 | FINISHED | 2025-10-31 21:43:04.29847  | 2025-10-31 21:44:17.839103 |                | sr1985!         |                 | sridhar.christh
 2025-11-14 22:12:30.460706 |       70 |            0 |           3 | FINISHED | 2025-10-31 19:38:33.500981 | 2025-10-31 19:39:13.894985 |                | sridhar.christh |                 | sri.christh
 2025-11-14 22:12:30.460706 |       91 |            0 |           3 | ACTIVE   | 2025-11-07 19:30:10.509158 |                            |                |                 | sri.christh     | sr1985!
 2025-11-14 22:12:30.460706 |      101 |            0 |           2 | ACTIVE   | 2025-11-07 21:32:55.335745 |                            |                |                 | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |       71 |            0 |           3 | FINISHED | 2025-10-31 19:40:09.758973 |                            |                | sr1985!         |                 | sridhar.christh
 2025-11-14 22:12:30.460706 |       77 |            0 |           3 | FINISHED | 2025-10-31 20:32:42.705742 |                            |                | sr1985!         |                 | sridhar.christh
 2025-11-14 22:12:30.460706 |       96 |            0 |           2 | ACTIVE   | 2025-11-07 20:35:46.434154 |                            |                |                 | sridhar.christh | sri.christh
 2025-11-14 22:12:30.460706 |       99 |            0 |           2 | FINISHED | 2025-11-07 21:05:17.341172 | 2025-11-07 21:05:51.830857 |                |                 | sri.christh     | 
 2025-11-14 22:12:30.460706 |       86 |            0 |           3 | FINISHED | 2025-10-31 22:54:33.501926 |                            |                | sr1985!         |                 | sridhar.christh
 2025-11-14 22:12:30.460706 |      107 |            0 |           3 | FINISHED | 2025-11-09 05:24:54.557997 |                            |                | sr1985!         | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |       89 |            0 |           3 | FINISHED | 2025-11-07 19:00:00.03237  |                            |                | sr1985!         | sri.christh     | 
 2025-11-14 22:12:30.460706 |      122 |            0 |           2 | ACTIVE   | 2025-11-09 11:51:50.058344 |                            |                |                 | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |       92 |            0 |           3 | FINISHED | 2025-11-07 19:46:33.058856 |                            |                | sridhar.christh |                 | sr1985!
 2025-11-14 22:12:30.460706 |      108 |            0 |           3 | FINISHED | 2025-11-09 05:49:02.644806 |                            |                | sr1985!         | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |       97 |            0 |           2 | FINISHED | 2025-11-07 20:41:50.871639 | 2025-11-07 20:42:54.403793 |                |                 | sri.christh     | 
 2025-11-14 22:12:30.460706 |      103 |            0 |           2 | ACTIVE   | 2025-11-07 22:05:46.230939 |                            |                |                 | sridhar.christh | sri.christh
 2025-11-14 22:12:30.460706 |      106 |            0 |           2 | FINISHED | 2025-11-09 05:13:17.403452 | 2025-11-09 05:15:26.254762 |                |                 |                 | sr1985!
 2025-11-14 22:12:30.460706 |      100 |            0 |           2 | FINISHED | 2025-11-07 21:19:27.869921 | 2025-11-07 21:21:48.176636 |                |                 |                 | sr1985!
 2025-11-14 22:12:30.460706 |      102 |            0 |           2 | FINISHED | 2025-11-07 21:44:43.501669 | 2025-11-07 21:46:18.760374 |                | sr1985!         |                 | 
 2025-11-14 22:12:30.460706 |      116 |            0 |           2 | FINISHED | 2025-11-09 10:07:09.192904 |                            |                | sr1985!         |                 | sridhar.christh
 2025-11-14 22:12:30.460706 |      105 |            0 |           3 | FINISHED | 2025-11-08 10:48:51.75069  |                            |                | sr1985!         | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |      112 |            0 |           2 | FINISHED | 2025-11-09 06:16:55.980909 | 2025-11-09 06:17:53.674315 |                |                 |                 | sr1985!
 2025-11-14 22:12:30.460706 |      114 |            0 |           3 | FINISHED | 2025-11-09 09:25:19.585738 |                            |                | sr1985!         | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |      117 |            0 |           2 | FINISHED | 2025-11-09 10:38:54.875027 | 2025-11-09 10:39:57.567846 |                | sridhar.christh |                 | 
 2025-11-14 22:12:30.460706 |      115 |            0 |           3 | FINISHED | 2025-11-09 09:56:18.783901 |                            |                | sr1985!         | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |      123 |            0 |           3 | FINISHED | 2025-11-09 12:25:08.916817 |                            |                | sridhar.christh | sri.christh     | sr1985!
 2025-11-14 22:12:30.460706 |      118 |            0 |           2 | FINISHED | 2025-11-09 11:43:50.071874 |                            |                | sridhar.christh | sri.christh     | 
 2025-11-14 22:12:30.460706 |      124 |            0 |           3 | FINISHED | 2025-11-09 12:57:44.203027 |                            |                | sridhar.christh | sri.christh     | 
 2025-11-14 22:12:30.460706 |      125 |            0 |           3 | FINISHED | 2025-11-09 13:44:16.140283 |                            |                | sr1985!         | sri.christh     | 
 2025-11-14 22:12:30.460706 |      126 |            0 |           2 | FINISHED | 2025-11-09 14:09:51.696762 |                            |                | sr1985!         |                 | sridhar.christh
 2025-11-14 22:12:30.460706 |      127 |            0 |           3 | FINISHED | 2025-11-09 14:28:41.472255 |                            |                | sridhar.christh | sri.christh     | sr1985!
 2025-11-14 22:12:30.460706 |      128 |            0 |           3 | ACTIVE   | 2025-11-09 14:42:21.449238 |                            |                |                 | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |      129 |            0 |           3 | FINISHED | 2025-11-09 14:56:05.283877 | 2025-11-09 14:58:02.27874  |                |                 |                 | sr1985!
 2025-11-14 22:12:30.460706 |      130 |            0 |           3 | FINISHED | 2025-11-09 15:20:36.087215 |                            |                | sr1985!         | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |      131 |            0 |           3 | FINISHED | 2025-11-09 15:32:52.238008 | 2025-11-09 15:35:24.645119 |                | sridhar.christh |                 | 
 2025-11-14 22:12:30.460706 |      132 |            0 |           3 | FINISHED | 2025-11-09 18:05:50.668179 | 2025-11-09 18:08:14.830422 |                | sr1985!         |                 | 
 2025-11-14 22:12:30.460706 |      133 |            0 |           3 | FINISHED | 2025-11-09 18:17:18.136122 | 2025-11-09 18:19:10.679337 |                | sr1985!         |                 | 
 2025-11-14 22:12:30.460706 |      134 |            0 |           3 | FINISHED | 2025-11-09 19:50:17.301379 |                            |                | sridhar.christh | sri.christh     | sr1985!
 2025-11-14 22:12:30.460706 |      145 |            0 |           3 | FINISHED | 2025-11-10 10:32:38.739566 | 2025-11-10 10:39:14.57406  |              3 | sridhar.christh | sri.christh     | 
 2025-11-14 22:12:30.460706 |      135 |            0 |           3 | FINISHED | 2025-11-09 20:33:24.246647 |                            |                | sridhar.christh | sri.christh     | sr1985!
 2025-11-14 22:12:30.460706 |      142 |            0 |           3 | FINISHED | 2025-11-10 09:26:56.653225 |                            |                | sridhar.christh | sri.christh     | sr1985!
 2025-11-14 22:12:30.460706 |      167 |            2 |           3 | FINISHED | 2025-11-13 17:51:34.260427 |                            |                |                 | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |      164 |            4 |           3 | FINISHED | 2025-11-13 17:31:40.913534 |                            |                | sr1985!         | sri.christh     | 
 2025-11-14 22:12:30.460706 |      136 |            0 |           3 | FINISHED | 2025-11-09 20:58:21.902757 |                            |                | sr1985!         | sridhar.christh | sri.christh
 2025-11-14 22:12:30.460706 |      151 |            0 |           3 | FINISHED | 2025-11-10 19:03:54.197559 | 2025-11-10 19:05:40.831121 |                |                 |                 | sr1985!
 2025-11-14 22:12:30.460706 |      161 |            2 |           2 | FINISHED | 2025-11-13 14:57:48.982202 |                            |                | sr1985!         | sri.christh     | 
 2025-11-14 22:12:30.460706 |      165 |            2 |           3 | FINISHED | 2025-11-13 17:51:09.269621 |                            |                | sr1985!         | sridhar.christh | 
 2025-11-14 22:12:30.460706 |      143 |            0 |           3 | FINISHED | 2025-11-10 10:04:24.36747  | 2025-11-10 10:06:41.780782 |              3 | sridhar.christh | sri.christh     | sr1985!
 2025-11-14 22:12:30.460706 |      166 |            2 |           2 | FINISHED | 2025-11-13 17:51:11.658218 |                            |                | sri.christh     |                 | 
 2025-11-14 22:12:30.460706 |      137 |            0 |           3 | FINISHED | 2025-11-09 21:12:29.467593 |                            |                | sridhar.christh | sri.christh     | sr1985!
 2025-11-14 22:12:30.460706 |      144 |            0 |           3 | FINISHED | 2025-11-10 10:19:25.207289 |                            |                | sr1985!         | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |      186 |            2 |           3 | FINISHED | 2025-11-14 13:40:32.200587 |                            |                | sr1985!         | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |      138 |            0 |           3 | FINISHED | 2025-11-09 21:24:53.758986 |                            |                | sridhar.christh | sri.christh     | sr1985!
 2025-11-14 22:12:30.460706 |      185 |            2 |           3 | FINISHED | 2025-11-14 13:25:25.904649 |                            |                | sridhar.christh | sri.christh     | sr1985!
 2025-11-14 22:12:30.460706 |      181 |            2 |           3 | FINISHED | 2025-11-14 10:05:25.950665 |                            |                | sr1985!         | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |      146 |            0 |           3 | FINISHED | 2025-11-10 14:03:04.767467 | 2025-11-10 14:05:23.209916 |                |                 |                 | sr1985!
 2025-11-14 22:12:30.460706 |      152 |            0 |           3 | FINISHED | 2025-11-10 19:16:50.087229 | 2025-11-10 19:20:13.111179 |                | sr1985!         |                 | 
 2025-11-14 22:12:30.460706 |      139 |            0 |           3 | FINISHED | 2025-11-09 21:26:57.694816 |                            |                | sridhar.christh | sri.christh     | sr1985!
 2025-11-14 22:12:30.460706 |      173 |            2 |           3 | FINISHED | 2025-11-13 20:36:13.542321 |                            |                | sridhar.christh | sri.christh     | sr1985!
 2025-11-14 22:12:30.460706 |      159 |            4 |           3 | FINISHED | 2025-11-13 13:50:27.413595 |                            |                | sr1985!         | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |      148 |            0 |           3 | FINISHED | 2025-11-10 18:09:19.864186 | 2025-11-10 18:11:45.898376 |                |                 |                 | sr1985!
 2025-11-14 22:12:30.460706 |      156 |            4 |           3 | FINISHED | 2025-11-12 15:52:04.863276 | 2025-11-12 15:58:54.905662 |              2 | sr1985!         | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |      140 |            0 |           3 | FINISHED | 2025-11-09 21:49:39.635757 |                            |                |                 | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |      174 |            2 |           3 | FINISHED | 2025-11-13 20:53:29.131952 |                            |                | sridhar.christh | sri.christh     | 
 2025-11-14 22:12:30.460706 |      149 |            0 |           3 | FINISHED | 2025-11-10 18:11:55.828453 | 2025-11-10 18:12:41.098692 |                |                 |                 | sr1985!
 2025-11-14 22:12:30.460706 |      175 |            2 |           2 | FINISHED | 2025-11-13 20:53:31.798003 |                            |                | sr1985!         |                 | 
 2025-11-14 22:12:30.460706 |      184 |            2 |           3 | FINISHED | 2025-11-14 12:59:38.959588 | 2025-11-14 13:01:45.634969 |                | sr1985!         |                 | 
 2025-11-14 22:12:30.460706 |      153 |            0 |           3 | FINISHED | 2025-11-12 14:34:27.194186 | 2025-11-12 14:37:01.55776  |              1 | sr1985!         | sri.christh     | 
 2025-11-14 22:12:30.460706 |      141 |            0 |           3 | ACTIVE   | 2025-11-09 22:07:53.017025 |                            |                |                 | sri.christh     | sr1985!
 2025-11-14 22:12:30.460706 |      193 |            2 |           3 | FINISHED | 2025-11-14 19:24:07.179888 |                            |                | sridhar.christh | sri.christh     | sr1985!
 2025-11-14 22:12:30.460706 |      150 |            0 |           3 | FINISHED | 2025-11-10 18:30:45.326794 | 2025-11-10 18:32:34.767603 |                | sr1985!         |                 | 
 2025-11-14 22:12:30.460706 |      190 |            2 |           3 | FINISHED | 2025-11-14 14:48:51.815778 |                            |                | sridhar.christh | sri.christh     | sr1985!
 2025-11-14 22:12:30.460706 |      163 |            2 |           3 | FINISHED | 2025-11-13 17:28:37.274792 |                            |                | sr1985!         | sri.christh     | 
 2025-11-14 22:12:30.460706 |      172 |            2 |           3 | FINISHED | 2025-11-13 20:04:41.046921 |                            |                | sridhar.christh | sri.christh     | sr1985!
 2025-11-14 22:12:30.460706 |      162 |            2 |           3 | FINISHED | 2025-11-13 14:59:06.888084 |                            |                | sr1985!         | sri.christh     | 
 2025-11-14 22:12:30.460706 |      160 |            4 |           3 | FINISHED | 2025-11-13 14:24:23.976589 |                            |                | sr1985!         | sri.christh     | 
 2025-11-14 22:12:30.460706 |      170 |            2 |           3 | FINISHED | 2025-11-13 19:35:53.905983 |                            |                | sr1985!         | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |      158 |            4 |           3 | FINISHED | 2025-11-12 16:41:41.443688 |                            |                | sr1985!         | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |      182 |            2 |           3 | FINISHED | 2025-11-14 12:40:49.014378 |                            |                | sridhar.christh | sri.christh     | sr1985!
 2025-11-14 22:12:30.460706 |      183 |            2 |           3 | FINISHED | 2025-11-14 12:45:39.933865 |                            |                | sridhar.christh |                 | 
 2025-11-14 22:12:30.460706 |      180 |            2 |           3 | FINISHED | 2025-11-13 22:12:33.017829 |                            |                | sridhar.christh | sri.christh     | sr1985!
 2025-11-14 22:12:30.460706 |      176 |            2 |           3 | FINISHED | 2025-11-13 20:53:52.724572 |                            |                | sridhar.christh | sri.christh     | sr1985!
 2025-11-14 22:12:30.460706 |      178 |            2 |           3 | FINISHED | 2025-11-13 21:36:03.738999 |                            |                | sridhar.christh | sri.christh     | sr1985!
 2025-11-14 22:12:30.460706 |      171 |            2 |           3 | FINISHED | 2025-11-13 19:53:37.860475 |                            |                | sridhar.christh | sri.christh     | sr1985!
 2025-11-14 22:12:30.460706 |      197 |            2 |           2 | FINISHED | 2025-11-14 20:28:04.819939 |                            |                | sr1985!         |                 | 
 2025-11-14 22:12:30.460706 |      189 |            2 |           3 | FINISHED | 2025-11-14 14:00:50.889997 |                            |                | sr1985!         | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |      187 |            2 |           3 | FINISHED | 2025-11-14 13:54:07.930028 |                            |                | sr1985!         | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |      179 |            2 |           3 | FINISHED | 2025-11-13 21:46:56.701007 |                            |                | sr1985!         | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |      177 |            2 |           3 | FINISHED | 2025-11-13 21:13:10.712349 |                            |                | sr1985!         | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |      194 |            2 |           3 | FINISHED | 2025-11-14 19:49:04.9576   |                            |                | sr1985!         |                 | sridhar.christh
 2025-11-14 22:12:30.460706 |      198 |            2 |           3 | FINISHED | 2025-11-14 20:28:05.556082 |                            |                | sri.christh     |                 | 
 2025-11-14 22:12:30.460706 |      195 |            2 |           3 | FINISHED | 2025-11-14 19:55:26.798513 |                            |                | sr1985!         | sri.christh     | 
 2025-11-14 22:12:30.460706 |      188 |            2 |           2 | FINISHED | 2025-11-14 13:57:55.528612 |                            |                | sri.christh     | sridhar.christh | 
 2025-11-14 22:12:30.460706 |      191 |            2 |           3 | FINISHED | 2025-11-14 16:37:33.275938 |                            |                | sr1985!         | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |      201 |            2 |           3 | FINISHED | 2025-11-14 21:09:20.720258 |                            |                | sr1985!         | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |      200 |            2 |           3 | FINISHED | 2025-11-14 20:44:41.565511 |                            |                | sridhar.christh | sri.christh     | sr1985!
 2025-11-14 22:12:30.460706 |      192 |            2 |           3 | FINISHED | 2025-11-14 17:08:33.69836  |                            |                | sridhar.christh | sri.christh     | sr1985!
 2025-11-14 22:12:30.460706 |      199 |            2 |           3 | FINISHED | 2025-11-14 20:28:57.772569 |                            |                | sr1985!         | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |      196 |            2 |           3 | FINISHED | 2025-11-14 20:17:53.731617 |                            |                | sr1985!         | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |      203 |            2 |           3 | FINISHED | 2025-11-14 21:23:44.657289 | 2025-11-14 21:24:37.684989 |              3 | sr1985!         | sri.christh     | sridhar.christh
 2025-11-14 22:12:30.460706 |      202 |            2 |           2 | FINISHED | 2025-11-14 21:19:33.286245 | 2025-11-14 21:20:37.751074 |              1 | sr1985!         | sri.christh     | 
(148 rows)

